G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YEAR,Made_Tournament,CONF_A10,CONF_ACC,CONF_AE,CONF_ASun,CONF_Amer,CONF_B10,CONF_B12,CONF_BE,CONF_BSky,CONF_BSth,CONF_BW,CONF_CAA,CONF_CUSA,CONF_Horz,CONF_Ivy,CONF_MAAC,CONF_MAC,CONF_MEAC,CONF_MVC,CONF_MWC,CONF_NEC,CONF_OVC,CONF_P12,CONF_Pat,CONF_SB,CONF_SC,CONF_SEC,CONF_SWAC,CONF_Slnd,CONF_Sum,CONF_WAC,CONF_WCC
1.0,0.8059701492537313,0.8005319148936172,0.37154696132596676,0.8638953365688964,0.5249999999999999,0.36805555555555625,0.3015075376884422,0.4212962962962963,0.7546296296296295,0.42868098159509205,0.6743737957610794,0.17993079584775074,0.4431818181818179,0.4147058823529415,0.6655405405405408,0.35937499999999956,0.3611111111111116,0.6630434782608696,0.0,No Tournament,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.375,0.208955223880597,0.3829787234042552,0.5428176795580106,0.3262291622705211,0.33125000000000027,0.6875000000000004,0.5326633165829147,0.5694444444444446,0.3148148148148149,0.8213190184049077,0.35838150289017334,0.45328719723183375,0.2727272727272725,0.585294117647059,0.4290540540540544,0.7578125000000004,0.3472222222222223,0.3423913043478261,0.0,No Tournament,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.3880597014925373,0.4601063829787231,0.41574585635359096,0.5410424140113947,0.4187500000000002,0.3402777777777781,0.40201005025125625,0.3842592592592595,0.36111111111111116,0.5820552147239262,0.5741811175337188,0.6366782006920413,0.4659090909090904,0.4617647058823531,0.3885135135135136,0.22656249999999956,0.666666666666667,0.44836956521739135,0.0,No Tournament,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.4776119402985075,0.6063829787234041,0.34944751381215466,0.753006963494408,0.5,0.2916666666666674,0.40201005025125625,0.5416666666666667,0.5787037037037039,0.3305214723926382,0.6165703275529868,0.6159169550173009,0.43749999999999956,0.32058823529411784,0.625,0.38281249999999956,0.25694444444444464,0.5244565217391305,0.0,No Tournament,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.44776119402985076,0.7393617021276597,0.506906077348066,0.7248364633889006,0.7687500000000003,0.5208333333333339,0.12060301507537674,0.48611111111111116,0.23611111111111138,0.66180981595092,0.5240847784200389,0.4948096885813147,0.8409090909090908,0.4852941176470589,0.5641891891891895,0.59375,0.5,0.5353260869565217,0.0,No Tournament,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.2985074626865672,0.3085106382978724,0.40193370165745845,0.38478581979320525,0.33125000000000027,0.4583333333333339,0.6030150753768844,0.5138888888888888,0.12037037037037057,0.42868098159509205,0.624277456647399,0.6055363321799305,0.35795454545454497,0.5500000000000003,0.375,0.34374999999999956,0.5277777777777777,0.3695652173913044,0.0,No Tournament,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.45833333333333304,0.6268656716417911,0.7553191489361706,0.5179558011049723,0.7287402405570795,0.5687500000000001,0.43055555555555625,0.3015075376884422,0.5601851851851851,0.6111111111111112,0.7661042944785272,0.6127167630057806,0.5397923875432524,0.4659090909090904,0.5500000000000003,0.679054054054054,0.28906249999999956,0.47916666666666696,0.6820652173913044,0.0,No Tournament,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.1791044776119403,0.27127659574468055,0.37154696132596676,0.374973623127242,0.3187500000000001,0.6250000000000004,0.6532663316582916,0.6064814814814814,0.1712962962962965,0.47162576687116586,0.16570327552986508,0.5259515570934254,0.35795454545454497,0.5205882352941176,0.34121621621621623,0.7656250000000004,0.4027777777777777,0.3532608695652174,0.0,No Tournament,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.45833333333333304,0.4776119402985075,0.7260638297872339,0.34116022099447507,0.8414222409791096,0.5125000000000002,0.31250000000000044,0.23115577889447247,0.46759259259259256,0.5648148148148149,0.5759202453987731,0.4508670520231215,0.23183391003460196,0.4829545454545454,0.25588235294117645,0.5371621621621623,0.5078125,0.17361111111111072,0.6195652173913044,0.0,No Tournament,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.708333333333333,0.5671641791044776,0.7287234042553195,0.37154696132596676,0.823274952521629,0.5874999999999999,0.5208333333333339,0.4522613065326633,0.5509259259259258,0.6805555555555556,0.4532208588957056,0.624277456647399,0.5155709342560553,0.6534090909090908,0.4558823529411766,0.46283783783783816,0.6093750000000004,0.7430555555555562,0.6875,0.0,No Tournament,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.875,0.5970149253731344,0.7739361702127665,0.34668508287292843,0.8634733066047688,0.4624999999999999,0.3958333333333339,0.32160804020100486,0.15277777777777768,0.8981481481481481,0.38573619631901845,0.3892100192678227,0.3425605536332179,0.4431818181818179,0.4911764705882353,0.570945945945946,0.28124999999999956,0.4027777777777777,0.6847826086956522,0.0,No Tournament,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.45833333333333304,0.6567164179104478,0.7101063829787235,0.10911602209944782,0.9478792994302595,0.59375,0.09027777777777857,0.3618090452261309,0.800925925925926,0.9444444444444444,0.5084355828220859,0.3930635838150289,0.6470588235294115,0.6420454545454541,0.09705882352941186,0.5033783783783785,0.28906249999999956,0.3611111111111116,0.8016304347826088,0.0,No Tournament,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.625,0.44776119402985076,0.7659574468085109,0.4765193370165748,0.7696771470774425,0.3812500000000001,0.5000000000000009,0.2613065326633166,0.18981481481481488,0.8425925925925926,0.5820552147239262,0.6666666666666667,0.2733564013840828,0.35795454545454497,0.3735294117647059,0.5101351351351351,0.703125,0.4513888888888893,0.5760869565217391,0.0,No Tournament,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.7916666666666665,0.5671641791044776,0.6569148936170213,0.33563535911602216,0.8006963494408103,0.4750000000000001,0.3888888888888897,0.4522613065326633,0.45833333333333326,0.5648148148148149,0.6679447852760736,1.0,0.4048442906574392,0.4829545454545454,0.5264705882352945,0.5101351351351351,0.22656249999999956,0.5902777777777777,0.6711956521739131,0.0,No Tournament,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.45833333333333304,0.2985074626865672,0.5877659574468086,0.37983425414364635,0.7080607723148343,0.4375,0.4236111111111116,0.6633165829145728,0.20833333333333326,0.675925925925926,0.6311349693251533,0.8323699421965323,0.5813148788927334,0.5568181818181817,0.473529411764706,0.2939189189189193,0.39062499999999956,0.7222222222222232,0.5163043478260869,0.0,No Tournament,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.6567164179104478,0.5292553191489362,0.45441988950276224,0.5736442287402406,0.5187500000000003,0.36805555555555625,0.49246231155778886,0.5324074074074074,0.7731481481481481,0.2875766871165646,0.8362235067437382,0.18685121107266423,0.6363636363636358,0.5323529411764709,0.34121621621621623,0.1953124999999991,0.36805555555555536,0.5760869565217391,0.0,No Tournament,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.375,0.208955223880597,0.11968085106382942,0.45441988950276224,0.15794471407469932,0.10625000000000018,0.43055555555555625,0.7236180904522611,0.48611111111111116,0.3333333333333335,0.4654907975460123,0.5626204238921004,0.43598615916954997,0.24999999999999956,0.4617647058823531,0.07770270270270285,0.4140625,0.31944444444444375,0.21467391304347822,0.0,No Tournament,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.23880597014925373,0.38829787234042534,0.7886740331491708,0.14971512977421397,0.4187500000000002,0.6875000000000004,0.2814070351758795,0.5138888888888888,0.03703703703703731,0.9133435582822083,0.4470134874759155,0.667820069204152,0.2840909090909087,0.7558823529411764,0.5506756756756754,0.4921875,0.5694444444444446,0.20380434782608697,0.0,No Tournament,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.375,0.208955223880597,0.2579787234042552,0.7720994475138117,0.08598860519096856,0.42500000000000027,0.8402777777777781,0.7336683417085428,0.7453703703703705,0.4537037037037037,0.6986196319018403,0.40077071290944133,0.5605536332179928,0.43749999999999956,0.8500000000000001,0.4493243243243241,0.6640625,1.0,0.2119565217391305,0.0,No Tournament,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.45833333333333304,0.5074626865671642,0.36968085106382986,0.5207182320441985,0.33087149187592313,0.26875000000000027,0.4722222222222232,0.33165829145728654,0.19907407407407418,0.5277777777777779,0.04831288343558304,0.578034682080925,0.43944636678200677,0.24999999999999956,0.4382352941176473,0.4020270270270272,0.5390624999999996,0.4236111111111107,0.4782608695652174,0.0,No Tournament,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.20833333333333304,0.26865671641791045,0.38829787234042534,0.8107734806629829,0.13874235070690016,0.7000000000000002,0.7708333333333339,0.7839195979899498,0.5787037037037037,0.3240740740740744,0.7354294478527605,0.4470134874759155,0.5743944636678198,0.7159090909090908,0.75,0.6047297297297298,0.6796875000000004,0.8125000000000009,0.32608695652173914,0.0,No Tournament,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.1791044776119403,0.36702127659574435,0.8743093922651926,0.09780544418653725,0.4812500000000002,0.9166666666666674,0.3919597989949748,0.5972222222222221,0.3148148148148149,0.49003067484662566,0.7938342967244705,0.5882352941176467,0.5568181818181817,0.8970588235294117,0.3952702702702706,0.7500000000000004,0.5625,0.12771739130434778,0.0,No Tournament,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.875,0.6268656716417911,0.5984042553191489,0.5566298342541431,0.543152563832032,0.7312500000000002,0.40972222222222276,0.57286432160804,0.3472222222222221,0.4814814814814816,0.44708588957055206,0.6396917148362238,0.5397923875432524,0.6818181818181817,0.30294117647058805,0.7398648648648649,0.671875,0.4513888888888893,0.5054347826086957,0.0,No Tournament,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.3283582089552239,0.46542553191489366,0.5124309392265194,0.4437645072800168,0.4125000000000001,0.5416666666666674,0.5929648241206029,0.5046296296296295,0.49537037037037046,0.6986196319018403,0.5009633911368017,0.17301038062283736,0.4090909090909087,0.6500000000000004,0.4493243243243241,0.3671875,0.41666666666666696,0.39673913043478265,0.0,No Tournament,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.6268656716417911,0.8351063829787235,0.5234806629834252,0.784659210803967,0.6125000000000003,0.2708333333333339,0.19095477386934667,0.5046296296296295,0.8194444444444444,0.7599693251533739,0.49325626204238926,0.4913494809688579,0.6534090909090908,0.4205882352941175,0.5101351351351351,0.14843749999999956,0.36805555555555536,0.6521739130434783,0.0,No Tournament,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.708333333333333,0.5373134328358209,0.5611702127659575,0.2969613259668509,0.7594429204473517,0.23125000000000018,0.1041666666666674,0.29145728643216073,0.5509259259259258,0.662037037037037,0.5329754601226995,0.7822736030828519,0.5743944636678198,0.2556818181818179,0.2029411764705884,0.3479729729729728,0.16406249999999956,0.8611111111111125,0.532608695652174,0.0,No Tournament,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.375,0.7164179104477612,0.8617021276595747,0.3162983425414363,0.9187592319054653,0.8062499999999999,0.2222222222222232,0.5326633165829147,0.49537037037037046,1.0,0.4654907975460123,0.4701348747591523,0.2975778546712802,0.6761363636363633,0.2029411764705884,0.9966216216216215,0.3671875,0.31944444444444375,0.782608695652174,0.0,No Tournament,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.625,0.208955223880597,0.3404255319148932,0.5013812154696131,0.32137581768305545,0.1875,0.2638888888888897,0.8442211055276381,0.125,0.7638888888888891,0.7108895705521472,0.4393063583815029,0.4775086505190309,0.3181818181818179,0.3382352941176472,0.09121621621621645,0.27343749999999956,0.39583333333333304,0.2826086956521739,0.0,No Tournament,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.708333333333333,0.35820895522388063,0.31914893617021267,0.3936464088397793,0.4064148554547372,0.1875,0.34722222222222276,0.6030150753768844,0.5046296296296295,0.6481481481481484,0.5452453987730062,0.37379576107899815,0.4982698961937715,0.2784090909090904,0.30882352941176494,0.192567567567568,0.53125,0.4513888888888893,0.3831521739130435,0.0,No Tournament,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.375,0.3283582089552239,0.40159574468085113,0.45441988950276224,0.43363578814095793,0.42500000000000027,0.2569444444444451,0.7839195979899498,0.04166666666666674,0.6111111111111112,0.5881901840490797,0.6011560693641622,0.11418685121107264,0.5397727272727271,0.30882352941176494,0.30743243243243246,0.30468749999999956,0.45833333333333304,0.4103260869565218,0.0,No Tournament,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.20833333333333304,0.3283582089552239,0.4122340425531914,0.6284530386740328,0.27737919392276844,0.45625000000000027,0.7083333333333339,0.19095477386934667,0.412037037037037,0.4120370370370372,0.3182515337423315,0.37764932562620435,0.4048442906574392,0.24999999999999956,0.6794117647058826,0.7871621621621623,0.6406250000000004,0.645833333333333,0.36684782608695654,0.0,No Tournament,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.2916666666666665,0.23880597014925373,0.4228723404255317,0.6146408839779003,0.2999577970035872,0.39375000000000027,0.6805555555555562,0.5025125628140703,0.46759259259259256,0.4722222222222223,0.8397239263803682,0.4585741811175339,0.5951557093425603,0.375,0.7558823529411764,0.5304054054054057,0.4765625,0.5347222222222223,0.3315217391304348,0.0,No Tournament,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.45833333333333304,0.26865671641791045,0.44414893617021267,0.6477900552486182,0.2918337201941338,0.5687500000000001,0.6597222222222228,0.512562814070352,0.4398148148148149,0.40740740740740744,0.5697852760736195,0.5048169556840079,0.4844290657439443,0.5625,0.585294117647059,0.5371621621621623,0.671875,0.8263888888888902,0.25,0.0,No Tournament,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.708333333333333,0.5373134328358209,0.4228723404255317,0.5234806629834252,0.38541886473939646,0.5874999999999999,0.5486111111111116,0.47236180904522596,0.5787037037037037,0.4027777777777779,0.625,0.4662813102119463,0.4809688581314877,0.5965909090909092,0.5558823529411767,0.5304054054054057,0.5078125,0.5486111111111116,0.44565217391304346,0.0,No Tournament,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.45833333333333304,0.5373134328358209,0.7632978723404258,0.7582872928176787,0.5103397341211225,0.96875,0.5833333333333335,0.18090452261306544,0.1342592592592593,0.2777777777777781,0.7661042944785272,0.2736030828516378,0.18339100346020754,0.8011363636363638,0.6264705882352941,0.9222972972972974,0.484375,0.645833333333333,0.5461956521739131,0.0,No Tournament,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.375,0.208955223880597,0.48404255319148914,0.7748618784530383,0.22895125553914328,0.5500000000000003,0.7708333333333339,0.33165829145728654,0.25462962962962954,0.32870370370370394,0.7354294478527605,0.4701348747591523,0.31141868512110715,0.49999999999999956,0.797058823529412,0.6047297297297298,0.5859375,0.6527777777777786,0.23369565217391303,0.0,No Tournament,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.20833333333333304,0.1791044776119403,0.4042553191489362,0.7914364640883971,0.1599493564043047,0.4812500000000002,0.7777777777777786,0.6733668341708541,0.19907407407407418,0.6944444444444446,0.6740797546012267,0.35838150289017334,0.5121107266435985,0.4431818181818179,0.7029411764705884,0.570945945945946,0.7578125000000004,0.3611111111111116,0.24456521739130438,0.0,No Tournament,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.708333333333333,0.41791044776119407,0.5505319148936172,0.45165745856353556,0.6006541464443975,0.48750000000000027,0.7083333333333339,0.14070351758793964,0.5601851851851851,0.15740740740740766,0.44095092024539895,0.34296724470134876,0.16262975778546707,0.39204545454545414,0.5794117647058825,0.6114864864864864,0.7968750000000004,0.4861111111111116,0.4891304347826087,0.0,No Tournament,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.45833333333333304,0.208955223880597,0.3936170212765955,0.4765193370165748,0.4023000633044945,0.21875,0.5763888888888897,0.3015075376884422,0.4490740740740742,0.38888888888888906,0.5084355828220859,0.597302504816956,0.4290657439446366,0.2840909090909087,0.44411764705882373,0.2533783783783785,0.7656250000000004,0.5138888888888893,0.33695652173913043,0.0,No Tournament,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.708333333333333,0.44776119402985076,0.6436170212765959,0.41574585635359096,0.7245199409158051,0.4937499999999999,0.46527777777777857,0.3919597989949748,0.625,0.6342592592592593,0.44095092024539895,0.4238921001926783,0.6193771626297577,0.49999999999999956,0.3735294117647059,0.5033783783783785,0.6484375000000004,0.43055555555555536,0.5353260869565217,0.0,No Tournament,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.5671641791044776,0.6648936170212765,0.37430939226519344,0.7756910740662587,0.6312500000000001,0.21527777777777857,0.23115577889447247,0.3194444444444444,0.5740740740740742,0.4532208588957056,0.2620423892100192,0.45674740484429055,0.625,0.13235294117647056,0.5777027027027026,0.4765625,0.17361111111111072,0.6304347826086957,0.0,No Tournament,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.7916666666666665,0.5970149253731344,0.5531914893617018,0.30524861878453047,0.7474150664697193,0.4375,0.2222222222222232,0.5326633165829147,0.3842592592592595,0.5601851851851853,0.5023006134969326,0.554913294797688,0.2975778546712802,0.47727272727272707,0.19705882352941195,0.41554054054054035,0.39062499999999956,0.4513888888888893,0.6548913043478262,0.0,No Tournament,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5416666666666665,0.44776119402985076,0.43882978723404253,0.38812154696132595,0.548533445874657,0.2625000000000002,0.37500000000000044,0.34170854271356776,0.4305555555555558,0.4907407407407409,0.5207055214723926,0.49710982658959546,0.7162629757785464,0.3011363636363633,0.25588235294117645,0.3006756756756759,0.6406250000000004,0.3472222222222223,0.5543478260869565,0.0,No Tournament,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
